,"Unnamed: 0","Id_x","R_x","Nome","Squadra_x","Pg","Mv","Mf","WeightedPerf","Name","Id_y","R_y","Squadra_y","Qt. Amantra","Qt. Imantra","Diff.","ComputedPrices"
403,403,,,,,,,,2.95395110597029,"TONALI",4449,"M;C","Brescia",8,7,1,-0.094253818373337
404,404,,,,,,,,2.95395110597029,"HERNANDEZT",4292,"Ds;E","Milan",8,8,0,-0.094253818373337
405,405,,,,,,,,2.95395110597029,"RODRIGUEZR",2169,"Ds;E","Milan",8,8,0,-0.094253818373337
406,406,,,,,,,,2.95395110597029,"DENSWIL",4414,"Ds;Dc","Bologna",8,8,0,-0.094253818373337
407,407,,,,,,,,2.95395110597029,"IGOR",4407,"Ds;Dc","SPAL",8,7,1,-0.094253818373337
408,408,,,,,,,,2.95395110597029,"TOLJAN",4426,"Dd;Ds;E","Sassuolo",8,8,0,-0.094253818373337
409,409,,,,,,,,2.95395110597029,"STRYGERLARSEN",2315,"Dd;Dc;E","Udinese",8,8,0,-0.094253818373337
410,410,,,,,,,,2.95395110597029,"CISTANA",4442,"Dd;Dc","Brescia",8,7,1,-0.094253818373337
411,411,,,,,,,,2.95395110597029,"DANILOLAR",578,"Dc","Bologna",8,8,0,-0.094253818373337
412,412,,,,,,,,2.95395110597029,"ZAPATAC",365,"Dc","Genoa",8,8,0,-0.094253818373337
413,413,,,,,,,,2.95395110597029,"LUIZFELIPE",2335,"Dc","Lazio",8,7,1,-0.094253818373337
414,414,,,,,,,,2.95395110597029,"MURILLO",259,"Dc","Sampdoria",8,9,-1,-0.094253818373337
415,415,,,,,,,,2.95395110597029,"SKRTEL",4516,"Dc","Atalanta",8,8,0,-0.094253818373337
416,416,,,,,,,,2.95395110597029,"ZMRHAL",4513,"C;W","Brescia",8,8,0,-0.094253818373337
417,417,,,,,,,,2.95395110597029,"CASTROVILLI",4377,"C;T","Fiorentina",8,7,1,-0.094253818373337
418,418,,,,,,,,2.95395110597029,"ADEKANYE",4388,"A","Lazio",8,8,0,-0.094253818373337
298,298,2804,"C","SCOZZARELLA","Parma",19,5.92,5.87,2.935,"SCOZZARELLA",2804,"M;C","Parma",4,4,0,-0.274034048009648
137,137,630,"D","SALA","Sampdoria",19,5.87,5.79,2.895,"SALA",630,"Dd;E","Sampdoria",4,4,0,-0.653495236012367
279,279,2769,"D","MAGNANI","Sassuolo",18,6.11,6.11,2.89421052631579,"MAGNANI",2769,"Dc","Brescia",6,6,0,-0.660984601565049
22,22,144,"D","TONELLI","Sampdoria",19,5.84,5.74,2.87,"TONELLI",144,"Dc","Napoli",5,5,0,-0.890658478514065
235,235,2213,"C","CASSATA","Frosinone",18,5.83,6,2.84210526315789,"CASSATA",2213,"C","Genoa",1,1,0,-1.15528272804232
243,243,2279,"D","ROMAGNA","Cagliari",18,6.06,6,2.84210526315789,"ROMAGNA",2279,"Dc","Cagliari",5,5,0,-1.15528272804232
91,91,407,"A","GABBIADINI","Sampdoria",16,6,6.66,2.80421052631579,"GABBIADINI",407,"A","Sampdoria",13,13,0,-1.51477227457116
160,160,801,"C","GAGLIARDINI","Inter",15,6.1,6.97,2.75131578947368,"GAGLIARDINI",801,"M;C","Inter",9,9,0,-2.01655976660112
419,419,,,,,,,,2.73880839867935,"MARONI",4405,"T","Sampdoria",7,7,0,-2.13521150084187
420,420,,,,,,,,2.73880839867935,"JORONEN",4425,"Por","Brescia",7,6,1,-2.13521150084187
421,421,,,,,,,,2.73880839867935,"RADUI",1843,"Por","Genoa",7,8,-1,-2.13521150084187
422,422,,,,,,,,2.73880839867935,"SILVESTRI",2211,"Por","Verona",7,6,1,-2.13521150084187
423,423,,,,,,,,2.73880839867935,"AYE",4413,"Pc","Brescia",7,7,0,-2.13521150084187
424,424,,,,,,,,2.73880839867935,"HERNANI",4423,"M;C","Parma",7,7,0,-2.13521150084187
425,425,,,,,,,,2.73880839867935,"MIGUELVELOSO",2011,"M;C","Verona",7,5,2,-2.13521150084187
426,426,,,,,,,,2.73880839867935,"IMBULA",2389,"M;C","Lecce",7,7,0,-2.13521150084187
427,427,,,,,,,,2.73880839867935,"WALACE",2392,"M","Udinese",7,7,0,-2.13521150084187
428,428,,,,,,,,2.73880839867935,"JONY",4424,"E;W","Lazio",7,7,0,-2.13521150084187
429,429,,,,,,,,2.73880839867935,"ARANA",4526,"E","Atalanta",7,7,0,-2.13521150084187
430,430,,,,,,,,2.73880839867935,"BOCCHETTI",4420,"Ds;Dc","Verona",7,7,0,-2.13521150084187
431,431,,,,,,,,2.73880839867935,"MASIELLOA",15,"Dd;Dc","Atalanta",7,7,0,-2.13521150084187
432,432,,,,,,,,2.73880839867935,"ELMAS",4479,"C;T","Napoli",7,7,0,-2.13521150084187
433,433,,,,,,,,2.73880839867935,"NDOJ",4447,"C","Brescia",7,7,0,-2.13521150084187
92,92,408,"A","HIGUAIN","Milan",15,6,6.93,2.73552631578947,"HIGUAIN",408,"Pc","Juventus",28,28,0,-2.16634707765482
133,133,610,"P","GOLLINI","Atalanta",20,6.22,5.15,2.71052631578947,"GOLLINI",610,"Por","Atalanta",14,14,0,-2.40351032015652
256,256,2355,"D","MARLON","Sassuolo",18,5.69,5.72,2.70947368421053,"MARLON",2355,"Dc","Sassuolo",6,6,0,-2.41349614089336
18,18,126,"A","PALOSCHI","SPAL",17,5.74,6,2.68421052631579,"PALOSCHI",126,"Pc","SPAL",8,8,0,-2.65315583857932
265,265,2719,"A","BARROW","Atalanta",17,5.82,6,2.68421052631579,"BARROW",2719,"Pc","Atalanta",8,8,0,-2.65315583857932
202,202,2062,"D","BASTOS","Lazio",17,5.82,5.91,2.64394736842105,"BASTOS",2062,"Dc","Lazio",5,5,0,-3.0351134817663
263,263,2659,"C","DABO","Fiorentina",17,5.79,5.91,2.64394736842105,"DABO",2659,"M;C","Fiorentina",3,3,0,-3.0351134817663
121,121,533,"A","FLOCCARI","SPAL",15,6.07,6.67,2.63289473684211,"FLOCCARI",533,"Pc","SPAL",7,7,0,-3.13996459950382
124,124,550,"D","MAKSIMOVIC","Napoli",17,5.88,5.76,2.57684210526316,"MAKSIMOVIC",550,"Dd;Dc","Napoli",5,5,0,-3.6717095537445
172,172,1871,"C","DEIOLA","Cagliari",17,5.74,5.65,2.52763157894737,"DEIOLA",1871,"C","Cagliari",2,2,0,-4.13854667319521
434,434,,,,,,,,2.52366569138841,"AMRABAT",4522,"E;M","Verona",6,5,1,-4.17616918331041
435,435,,,,,,,,2.52366569138841,"MARTELLA",1896,"Ds;E","Brescia",6,6,0,-4.17616918331041
436,436,,,,,,,,2.52366569138841,"BARRECA",1979,"Ds;E","Genoa",6,6,0,-4.17616918331041
437,437,,,,,,,,2.52366569138841,"PELLEGRINILU",2728,"Ds;E","Cagliari",6,6,0,-4.17616918331041
438,438,,,,,,,,2.52366569138841,"CALDERONI",4470,"Ds;E","Lecce",6,6,0,-4.17616918331041
439,439,,,,,,,,2.52366569138841,"SABELLI",791,"Dd;E","Brescia",6,6,0,-4.17616918331041
440,440,,,,,,,,2.52366569138841,"BENZAR",4398,"Dd;E","Lecce",6,6,0,-4.17616918331041
441,441,,,,,,,,2.52366569138841,"MATEJU",4373,"Dd;Ds;E","Brescia",6,6,0,-4.17616918331041
442,442,,,,,,,,2.52366569138841,"RRAHMANI",4409,"Dd;Ds;Dc","Verona",6,5,1,-4.17616918331041
443,443,,,,,,,,2.52366569138841,"GRAVILLON",2184,"Dd;Dc","Sassuolo",6,6,0,-4.17616918331041
444,444,,,,,,,,2.52366569138841,"CHANCELLOR",4429,"Dc","Brescia",6,5,1,-4.17616918331041
445,445,,,,,,,,2.52366569138841,"DEMAIO",224,"Dc","Udinese",6,6,0,-4.17616918331041
446,446,,,,,,,,2.52366569138841,"TROOSTEKONG",2870,"Dc","Udinese",6,5,1,-4.17616918331041
447,447,,,,,,,,2.52366569138841,"ZURKOWSKI",4376,"C","Fiorentina",6,6,0,-4.17616918331041
448,448,,,,,,,,2.52366569138841,"GUMUS",4381,"A","Genoa",6,6,0,-4.17616918331041
147,147,697,"C","CUADRADO","Juventus",16,5.78,5.97,2.51368421052632,"CUADRADO",697,"E;W","Juventus",9,9,0,-4.2708587979593
152,152,771,"C","BOATENG","Sassuolo",13,6.35,7.31,2.50078947368421,"BOATENG",771,"A","Fiorentina",17,16,1,-4.39318510198653
84,84,390,"D","GHOULAM","Napoli",15,6,6.33,2.49868421052632,"GHOULAM",390,"Ds;E","Napoli",12,12,0,-4.41315674346032
316,316,2869,"D","DJIDJI","Torino",16,5.97,5.91,2.48842105263158,"DJIDJI",2869,"Ds;Dc","Torino",8,8,0,-4.51051849564525
189,189,1987,"C","JANKTO","Sampdoria",17,5.59,5.53,2.47394736842105,"JANKTO",1987,"C","Sampdoria",9,9,0,-4.64782353077785
58,58,294,"D","RUGANI","Juventus",15,5.93,6.23,2.45921052631579,"RUGANI",294,"Dc","Juventus",7,7,0,-4.78762502109461
13,13,106,"D","MATTIELLO","Bologna",16,5.72,5.84,2.45894736842105,"MATTIELLO",106,"Dd;Ds;E","Cagliari",6,6,0,-4.79012147627887
325,325,4332,"D","DEMIRAL","Sassuolo",14,6.29,6.61,2.43526315789474,"DEMIRAL",4332,"Dc","Juventus",8,8,0,-5.01480244285937
39,39,237,"C","PEROTTI","Roma",13,6,7.04,2.40842105263158,"PEROTTI",237,"W","Roma",14,14,0,-5.26944087165069
167,167,1858,"C","KREJCI","Bologna",16,5.59,5.72,2.40842105263158,"KREJCI",1858,"E","Bologna",2,2,0,-5.26944087165069
115,115,521,"D","PELUSO","Sassuolo",16,5.62,5.66,2.38315789473684,"PELUSO",521,"Ds;Dc","Sassuolo",3,3,0,-5.50910056933665
70,70,331,"C","BIGLIA","Milan",15,5.93,6.03,2.38026315789474,"BIGLIA",331,"M;C","Milan",9,9,0,-5.53656157636311
80,80,380,"A","MATRI","Sassuolo",15,5.7,6.03,2.38026315789474,"MATRI",380,"Pc","Sassuolo",4,4,0,-5.53656157636311
191,191,1998,"A","PJACA","Fiorentina",15,5.7,5.93,2.34078947368421,"PJACA",1998,"A","Juventus",4,4,0,-5.91102985399741
96,96,433,"C","HILJEMARK","Genoa",15,5.7,5.9,2.32894736842105,"HILJEMARK",433,"C","Genoa",5,5,0,-6.02337033728771
449,449,,,,,,,,2.30852298409747,"BONAZZOLI",505,"Pc","Sampdoria",5,4,1,-6.21712686577895
450,450,,,,,,,,2.30852298409747,"SHAKHOV",4400,"M;C","Lecce",5,5,0,-6.21712686577895
451,451,,,,,,,,2.30852298409747,"JAJALO",434,"M;C","Udinese",5,5,0,-6.21712686577895
452,452,,,,,,,,2.30852298409747,"BRUGMAN",430,"M;C","Parma",5,5,0,-6.21712686577895
453,453,,,,,,,,2.30852298409747,"TACHTSIDIS",241,"M","Lecce",5,5,0,-6.21712686577895
454,454,,,,,,,,2.30852298409747,"MEDEL",272,"M","Bologna",5,5,0,-6.21712686577895
455,455,,,,,,,,2.30852298409747,"SEMA",4524,"E","Udinese",5,5,0,-6.21712686577895
456,456,,,,,,,,2.30852298409747,"MARIORUI",142,"Ds;E","Napoli",5,5,0,-6.21712686577895
457,457,,,,,,,,2.30852298409747,"PEZZELLAGIU",770,"Ds;E","Parma",5,5,0,-6.21712686577895
458,458,,,,,,,,2.30852298409747,"JUANJESUS",256,"Ds;Dc","Roma",5,5,0,-6.21712686577895
459,459,,,,,,,,2.30852298409747,"RISPOLI",423,"Dd;E","Lecce",5,5,0,-6.21712686577895
460,460,,,,,,,,2.30852298409747,"DESCIGLIO",358,"Dd;Ds;E","Juventus",5,5,0,-6.21712686577895
461,461,,,,,,,,2.30852298409747,"TOMIYASU",4422,"Dd;Dc","Bologna",5,4,1,-6.21712686577895
462,462,,,,,,,,2.30852298409747,"LUCIONI",2241,"Dc","Lecce",5,5,0,-6.21712686577895
463,463,,,,,,,,2.30852298409747,"DAWIDOWICZ",4493,"Dc","Verona",5,5,0,-6.21712686577895
464,464,,,,,,,,2.30852298409747,"CETIN",4519,"Dc","Roma",5,5,0,-6.21712686577895
465,465,,,,,,,,2.30852298409747,"BERISHAV",2771,"C;T","Lazio",5,5,0,-6.21712686577895
466,466,,,,,,,,2.30852298409747,"MAJER",4475,"C;T","Lecce",5,5,0,-6.21712686577895
467,467,,,,,,,,2.30852298409747,"PETRICCIONE",179,"C","Lecce",5,5,0,-6.21712686577895
468,468,,,,,,,,2.30852298409747,"THORSBY",4404,"C","Sampdoria",5,5,0,-6.21712686577895
469,469,,,,,,,,2.30852298409747,"FALCO",658,"A","Lecce",5,4,1,-6.21712686577895
317,317,2871,"D","KLAVAN","Cagliari",15,5.9,5.83,2.30131578947368,"KLAVAN",2871,"Dc","Cagliari",6,6,0,-6.2854981316317
105,105,479,"A","SANABRIA","Genoa",14,5.79,6.18,2.27684210526316,"SANABRIA",479,"Pc","Genoa",9,9,0,-6.51766846376488
114,114,517,"D","DELL'ORCO","Empoli",14,5.89,6.14,2.26210526315789,"DELLORCO",517,"Ds;Dc","Lecce",5,5,0,-6.65746995408174
193,193,2003,"C","MURGIA","SPAL",14,5.93,6.11,2.25105263157895,"MURGIA",2003,"M;C","SPAL",8,8,0,-6.76232107181926
177,177,1917,"P","DRAGOWSKI","Empoli",17,6.44,5.03,2.25026315789474,"DRAGOWSKI",1917,"Por","Fiorentina",10,11,-1,-6.76981043737194
221,221,2171,"D","LYANCO","Bologna",14,5.89,5.96,2.19578947368421,"LYANCO",2171,"Dc","Torino",8,8,0,-7.28657666050726
259,259,2468,"P","OSPINA","Napoli",17,6.06,4.88,2.18315789473684,"OSPINA",2468,"Por","Napoli",3,3,0,-7.40640650935024
174,174,1876,"D","PAJAC","Empoli",13,6,6.35,2.17236842105263,"PAJAC",1876,"Ds;E","Genoa",5,5,0,-7.5087611719036
12,12,99,"D","CACCIATORE","Cagliari",14,5.86,5.89,2.17,"CACCIATORE",99,"Dd;Ds;E","Cagliari",8,8,0,-7.53122926856164
257,257,2378,"C","PASTORE","Roma",12,5.92,6.75,2.13157894736842,"PASTORE",2378,"T","Roma",10,10,0,-7.895711725459
323,323,4330,"C","LERAGER","Genoa",14,5.68,5.75,2.11842105263158,"LERAGER",4330,"M;C","Genoa",7,7,0,-8.0205344846704
320,320,4322,"C","PAQUETA'","Milan",13,6.12,6.19,2.11763157894737,"PAQUETA",4322,"T","Milan",14,15,-1,-8.02802385022308
68,68,327,"D","PATRIC","Lazio",14,5.75,5.71,2.10368421052632,"PATRIC",327,"Dd;Dc;E","Lazio",2,2,0,-8.16033597498716
470,470,,,,,,,,2.09338027680653,"DIGAUDIO",81,"W","Verona",4,4,0,-8.25808454824749
471,471,,,,,,,,2.09338027680653,"BUFFON",282,"Por","Juventus",4,4,0,-8.25808454824749
472,472,,,,,,,,2.09338027680653,"AUGELLO",4421,"Ds;E","Sampdoria",4,4,0,-8.25808454824749
473,473,,,,,,,,2.09338027680653,"VITALEL",4496,"Ds;E","Verona",4,4,0,-8.25808454824749
474,474,,,,,,,,2.09338027680653,"EMPEREUR",4494,"Ds;Dc","Verona",4,4,0,-8.25808454824749
475,475,,,,,,,,2.09338027680653,"TERAVEST",2795,"Dd;E","Udinese",4,4,0,-8.25808454824749
476,476,,,,,,,,2.09338027680653,"FARAONI",581,"Dd;E","Verona",4,4,0,-8.25808454824749
477,477,,,,,,,,2.09338027680653,"FERRARIA",45,"Dd;Dc","Sampdoria",4,4,0,-8.25808454824749
478,478,,,,,,,,2.09338027680653,"MULDUR",4521,"Dd;Dc","Sassuolo",4,3,1,-8.25808454824749
479,479,,,,,,,,2.09338027680653,"MECCARIELLO",4472,"Dc","Lecce",4,4,0,-8.25808454824749
480,480,,,,,,,,2.09338027680653,"DERMAKU",139,"Dc","Parma",4,4,0,-8.25808454824749
481,481,,,,,,,,2.09338027680653,"CHABOT",4403,"Dc","Sampdoria",4,4,0,-8.25808454824749
482,482,,,,,,,,2.09338027680653,"SCHOUTEN",4393,"C;T","Bologna",4,4,0,-8.25808454824749
483,483,,,,,,,,2.09338027680653,"JAGIELLO",4384,"C","Genoa",4,4,0,-8.25808454824749
484,484,,,,,,,,2.09338027680653,"HENDERSONL",4498,"C","Verona",4,4,0,-8.25808454824749
485,485,,,,,,,,2.09338027680653,"AGUDELO",4515,"C","Genoa",4,4,0,-8.25808454824749
284,284,2776,"A","YOUNES","Napoli",11,6.27,7.23,2.09289473684211,"YOUNES",2776,"W;A","Napoli",8,8,0,-8.26269063754052
15,15,112,"C","CASTRO","Cagliari",12,6.12,6.58,2.07789473684211,"CASTRO",112,"C;T","Cagliari",13,13,0,-8.40498858304154
195,195,2007,"D","WALLACE","Lazio",15,5.57,5.2,2.05263157894737,"WALLACE",2007,"Dc","Lazio",3,3,0,-8.6446482807275
62,62,306,"A","CERRI","Cagliari",14,5.61,5.5,2.02631578947368,"CERRI",306,"Pc","Cagliari",3,3,0,-8.89429379915039
129,129,572,"P","MERET","Napoli",14,6.18,5.46,2.01157894736842,"MERET",572,"Por","Napoli",14,15,-1,-9.03409528946716
89,89,405,"C","VALDIFIORI","SPAL",13,5.88,5.85,2.00131578947368,"VALDIFIORI",405,"C","SPAL",2,2,0,-9.13145704165209
50,50,262,"D","SANTON","Roma",13,5.69,5.77,1.97394736842105,"SANTON",262,"Dd;Ds;E","Roma",3,3,0,-9.39108838081183
37,37,235,"C","LAXALT","Milan",13,5.77,5.69,1.94657894736842,"LAXALT",235,"E","Torino",5,5,0,-9.65071971997157
21,21,141,"D","LAURINI","Fiorentina",13,5.81,5.65,1.93289473684211,"LAURINI",141,"Dd;E","Parma",7,7,0,-9.78053538955139
176,176,1891,"D","CECCHERINI","Fiorentina",13,5.77,5.65,1.93289473684211,"CECCHERINI",1891,"Dd;Dc","Fiorentina",6,6,0,-9.78053538955139
72,72,333,"C","CATALDI","Lazio",11,6.09,6.64,1.92210526315789,"CATALDI",333,"M;C","Lazio",6,6,0,-9.88289005210485
486,486,,,,,,,,1.87823756951559,"LUKAKUJ",1999,"E","Lazio",3,3,0,-10.299042230716
487,487,,,,,,,,1.87823756951559,"WALUKIEWICZ",4374,"Dc","Cagliari",3,3,0,-10.299042230716
488,488,,,,,,,,1.87823756951559,"HAYE",4474,"C;T","Lecce",3,3,0,-10.299042230716
489,489,,,,,,,,1.87823756951559,"TABANELLI",4476,"C;T","Lecce",3,3,0,-10.299042230716
490,490,,,,,,,,1.87823756951559,"GUSTAFSON",2057,"C;T","Torino",3,3,0,-10.299042230716
491,491,,,,,,,,1.87823756951559,"BORJAVALERO",172,"C","Inter",3,3,0,-10.299042230716
282,282,2773,"A","SPROCATI","Parma",12,5.67,5.92,1.86947368421053,"SPROCATI",2773,"W;A","Parma",6,6,0,-10.3821810889505
56,56,287,"D","CACERES","Juventus",12,5.79,5.75,1.81578947368421,"CACERES",287,"Dd;Dc","Fiorentina",4,4,0,-10.8914579465331
6,6,41,"P","MIRANTE","Roma",11,6.55,6.27,1.815,"MIRANTE",41,"Por","Roma",1,1,0,-10.8989473120858
71,71,332,"C","CANDREVA","Inter",11,6,6.27,1.815,"CANDREVA",332,"E;W","Inter",10,9,1,-10.8989473120858
48,48,254,"D","DIMARCO","Parma",11,6.14,6.23,1.80342105263158,"DIMARCO",254,"Ds;E","Inter",3,3,0,-11.0087913401918
272,272,2752,"D","RASMUSSEN","Empoli",13,5.31,5.27,1.80289473684211,"RASMUSSEN",2752,"Dc","Fiorentina",2,2,0,-11.0137842505602
103,103,472,"A","DESTRO","Bologna",9,6.28,7.56,1.79052631578947,"DESTRO",472,"Pc","Bologna",18,19,-1,-11.131117644219
187,187,1982,"A","PARIGINI","Torino",12,5.75,5.67,1.79052631578947,"PARIGINI",1982,"W","Torino",2,2,0,-11.131117644219
108,108,494,"C","BARRETO","Sampdoria",11,6.05,6.14,1.77736842105263,"BARRETO",494,"M;C","Sampdoria",5,5,0,-11.2559404034304
274,274,2758,"D","GUNTER","Genoa",12,5.67,5.62,1.77473684210526,"GUNTER",2758,"Dc","Verona",5,5,0,-11.2809049552727
318,318,2873,"A","TEODORCZYK","Udinese",12,5.67,5.62,1.77473684210526,"TEODORCZYK",2873,"Pc","Udinese",8,8,0,-11.2809049552727
60,60,299,"C","KHEDIRA","Juventus",10,6.1,6.7,1.76315789473684,"KHEDIRA",299,"C","Juventus",8,8,0,-11.3907489833788
492,492,,,,,,,,1.66309486222465,"LOFASO",2048,"T;A","Lecce",2,2,0,-12.3399999131846
493,493,,,,,,,,1.66309486222465,"ANDERSONA",4389,"T","Lazio",2,2,0,-12.3399999131846
494,494,,,,,,,,1.66309486222465,"DANZI",2726,"M;C","Verona",2,2,0,-12.3399999131846
495,495,,,,,,,,1.66309486222465,"CURCIO",4443,"Ds;E","Brescia",2,2,0,-12.3399999131846
496,496,,,,,,,,1.66309486222465,"VERA",4399,"Ds;E","Lecce",2,2,0,-12.3399999131846
497,497,,,,,,,,1.66309486222465,"TRIPALDELLI",4406,"Ds;E","Sassuolo",2,2,0,-12.3399999131846
498,498,,,,,,,,1.66309486222465,"PINNA",4454,"Dd;E","Cagliari",2,1,1,-12.3399999131846
499,499,,,,,,,,1.66309486222465,"FIAMOZZI",805,"Dd;E","Lecce",2,2,0,-12.3399999131846
500,500,,,,,,,,1.66309486222465,"SEMPRINI",4444,"Dd;Dc;E","Brescia",2,2,0,-12.3399999131846
501,501,,,,,,,,1.66309486222465,"GASTALDELLO",47,"Dc","Brescia",2,2,0,-12.3399999131846
502,502,,,,,,,,1.66309486222465,"ELYAMIQ",2664,"Dc","Genoa",2,1,1,-12.3399999131846
503,503,,,,,,,,1.66309486222465,"KUMBULLA",4495,"Dc","Verona",2,1,1,-12.3399999131846
504,504,,,,,,,,1.66309486222465,"RIGONIL",438,"C","Parma",2,2,0,-12.3399999131846
505,505,,,,,,,,1.66309486222465,"RAGATZU",4455,"A","Cagliari",2,2,0,-12.3399999131846
506,506,,,,,,,,1.66309486222465,"TUTINO",4507,"A","Verona",2,1,1,-12.3399999131846
507,507,,,,,,,,1.66309486222465,"ANTONUCCI",2657,"A","Roma",2,2,0,-12.3399999131846
249,249,2289,"D","DALBERT","Inter",11,5.73,5.73,1.65868421052632,"DALBERT",2289,"Ds;E","Fiorentina",3,3,0,-12.3818416915174
9,9,58,"C","DIAWARA","Napoli",11,5.82,5.64,1.63263157894737,"DIAWARA",58,"M;C","Roma",9,9,0,-12.628990754756
120,120,532,"A","FALCINELLI","Bologna",11,5.45,5.55,1.60657894736842,"FALCINELLI",532,"Pc","Bologna",5,5,0,-12.8761398179947
27,27,169,"D","TOMOVIC","Chievo",10,5.6,5.85,1.53947368421053,"TOMOVIC",169,"Dd;Dc","SPAL",4,4,0,-13.5127358899729
76,76,367,"C","BONAVENTURA","Milan",8,6.12,7.25,1.52631578947368,"BONAVENTURA",367,"C;W;T","Milan",18,18,0,-13.6375586491844
294,294,2793,"D","OPOKU","Udinese",11,5.45,5.23,1.51394736842105,"OPOKU",2793,"Dc","Udinese",2,2,0,-13.7548920428431
313,313,2855,"C","VIEIRA","Sampdoria",10,5.8,5.7,1.5,"VIEIRA",2855,"M;C","Sampdoria",4,4,0,-13.8872041676072
86,86,393,"D","LUPERTO","Napoli",10,5.65,5.65,1.48684210526316,"LUPERTO",393,"Ds;Dc","Napoli",3,3,0,-14.0120269268186
262,262,2653,"D","LYKOGIANNIS","Cagliari",10,5.5,5.55,1.46052631578947,"LYKOGIANNIS",2653,"Ds;E","Cagliari",4,4,0,-14.2616724452415
508,508,,,,,,,,1.44795215493371,"TREMOLADA",4450,"T","Brescia",1,1,0,-14.3809575956531
509,509,,,,,,,,1.44795215493371,"FAGIOLI",4465,"T","Juventus",1,1,0,-14.3809575956531
510,510,,,,,,,,1.44795215493371,"ROSSIF",2297,"Por","Atalanta",1,1,0,-14.3809575956531
511,511,,,,,,,,1.44795215493371,"DACOSTA",40,"Por","Bologna",1,1,0,-14.3809575956531
512,512,,,,,,,,1.44795215493371,"SARRM",42,"Por","Bologna",1,1,0,-14.3809575956531
513,513,,,,,,,,1.44795215493371,"ALFONSO",4440,"Por","Brescia",1,1,0,-14.3809575956531
514,514,,,,,,,,1.44795215493371,"ANDRENACCI",4441,"Por","Brescia",1,1,0,-14.3809575956531
515,515,,,,,,,,1.44795215493371,"CEROFOLINI",2294,"Por","Fiorentina",1,1,0,-14.3809575956531
516,516,,,,,,,,1.44795215493371,"BLEVE",4468,"Por","Lecce",1,1,0,-14.3809575956531
517,517,,,,,,,,1.44795215493371,"MILLI",4469,"Por","Lecce",1,1,0,-14.3809575956531
518,518,,,,,,,,1.44795215493371,"VIGORITO",2809,"Por","Lecce",1,1,0,-14.3809575956531
519,519,,,,,,,,1.44795215493371,"DONNARUMMAAN",216,"Por","Milan",1,1,0,-14.3809575956531
520,520,,,,,,,,1.44795215493371,"COLOMBI",412,"Por","Parma",1,1,0,-14.3809575956531
521,521,,,,,,,,1.44795215493371,"THIAMD",4485,"Por","SPAL",1,1,0,-14.3809575956531
522,522,,,,,,,,1.44795215493371,"ZACCAGNO",2270,"Por","Torino",1,1,0,-14.3809575956531
523,523,,,,,,,,1.44795215493371,"BERARDIA",4491,"Por","Verona",1,1,0,-14.3809575956531
524,524,,,,,,,,1.44795215493371,"BORGHETTO",4410,"Por","Verona",1,1,0,-14.3809575956531
525,525,,,,,,,,1.44795215493371,"RADUNOVIC",3,"Por","Verona",1,1,0,-14.3809575956531
526,526,,,,,,,,1.44795215493371,"ALASTRA",654,"Por","Parma",1,1,0,-14.3809575956531
527,527,,,,,,,,1.44795215493371,"RUSSOA",4518,"Por","Sassuolo",1,1,0,-14.3809575956531
528,528,,,,,,,,1.44795215493371,"LETICA",4520,"Por","SPAL",1,1,0,-14.3809575956531
529,529,,,,,,,,1.44795215493371,"AVOGADRI",4523,"Por","Sampdoria",1,1,0,-14.3809575956531
530,530,,,,,,,,1.44795215493371,"GEMELLO",4525,"Por","Torino",1,1,0,-14.3809575956531
531,531,,,,,,,,1.44795215493371,"ESPOSITOSE",4463,"Pc","Inter",1,1,0,-14.3809575956531
532,532,,,,,,,,1.44795215493371,"SALCEDOE",2304,"Pc","Verona",1,1,0,-14.3809575956531
533,533,,,,,,,,1.44795215493371,"ADORANTE",4387,"Pc","Parma",1,1,0,-14.3809575956531
534,534,,,,,,,,1.44795215493371,"RAUTI",4489,"Pc","Torino",1,1,0,-14.3809575956531
535,535,,,,,,,,1.44795215493371,"TUPTA",767,"Pc","Verona",1,1,0,-14.3809575956531
536,536,,,,,,,,1.44795215493371,"VIVIANIM",4451,"M;C","Brescia",1,1,0,-14.3809575956531
537,537,,,,,,,,1.44795215493371,"ROVELLA",4459,"M;C","Genoa",1,1,0,-14.3809575956531
538,538,,,,,,,,1.44795215493371,"STREFEZZA",4486,"E;W","SPAL",1,1,0,-14.3809575956531
539,539,,,,,,,,1.44795215493371,"TERZIC",4375,"Ds;E","Fiorentina",1,1,0,-14.3809575956531
540,540,,,,,,,,1.44795215493371,"GALLO",4502,"Ds;E","Lecce",1,1,0,-14.3809575956531
541,541,,,,,,,,1.44795215493371,"RANIERIL",4378,"Ds;Dc","Fiorentina",1,1,0,-14.3809575956531
542,542,,,,,,,,1.44795215493371,"BOUAH",4481,"Dd;E","Roma",1,1,0,-14.3809575956531
543,543,,,,,,,,1.44795215493371,"GILLI",4488,"Dd;E","Torino",1,1,0,-14.3809575956531
544,544,,,,,,,,1.44795215493371,"CRESCENZI",457,"Dd;Ds;E","Verona",1,1,0,-14.3809575956531
545,545,,,,,,,,1.44795215493371,"OKOLI",4432,"Dc","Atalanta",1,1,0,-14.3809575956531
546,546,,,,,,,,1.44795215493371,"MANGRAVITI",4504,"Dc","Brescia",1,1,0,-14.3809575956531
