"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Delta"
"224","D","DE MAIO","6","0","0","0","0","0","0","1","0","0","0","0","0","25","6","1.8684210525999996"
"1857","C","DI FRANCESCO F","6.5","0","0","0","0","0","0","0","0","1","0","0","0","25","7.5","3.5263157895"
"713","C","DZEMAILI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.5921052632"
"374","C","POLI","7","1","0","0","0","0","0","0","0","0","0","0","0","25","10","4.8684210526"
"644","C","PULGAR","7","1","0","0","0","0","0","0","0","0","0","1","0","25","10","4.8684210526"
"1858","C","KREJCI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","4.1973684211"
"472","A","DESTRO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.5"
"2178","P","CRAGNO","7","0","2","0","0","0","0","0","0","0","0","0","0","25","5","1.3421052632000001"
"251","D","ANDREOLLI","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","1.5526315788999998"
"1866","D","CEPPITELLI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.5394736841999999"
"2653","D","LYKOGIANNIS","6.5","0","0","0","0","0","0","0","0","1","0","0","0","25","7.5","5.7368421053"
"301","D","PADOIN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.15789473680000032"
"1874","C","JOAO PEDRO","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","1.2631578947"
"627","C","IONITA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.5131578947"
"1870","C","BARELLA","6","0","0","0","0","0","0","1","0","0","0","0","0","25","6","0.01315789469999995"
"1872","C","DESSENA","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","2.4078947368"
"247","A","PAVOLETTI","6.5","1","0","0","0","0","0","1","0","0","0","0","0","25","9.5","3.5"
"1882","A","SAU","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.5"
"413","P","SORRENTINO","6.5","0","1","0","0","0","0","1","0","0","0","0","0","25","5.5","0.5263157894999999"
"105","D","GOBBI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.3947368421"
"2285","D","BANI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","3.0657894737"
"99","D","CACCIATORE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.26315789469999995"
"111","C","BIRSA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.1973684211000002"
"112","C","CASTRO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.7105263158000001"
"702","C","GIACCHERINI","7","1","0","0","0","0","0","0","0","0","0","0","0","25","10","7.0263157895"
"115","C","HETEMAJ","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.1842105263000002"
"118","C","RADOVANOVIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.0263157895"
"156","A","PUCCIARELLI","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","1.5921052632000001"
"123","A","INGLESE","7","1","0","0","0","0","0","0","0","0","0","1","0","25","10","3.8157894736999998"
"124","A","MEGGIORINI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.8157894737"
"1891","D","CECCHERINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.25"
"1865","D","CAPUANO","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","1.2236842105"
"1933","C","MANDRAGORA","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","-0.7368421053"
"789","A","TROTTA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.15789473680000032"
"4","P","SPORTIELLO","6","0","1","0","0","0","0","0","0","0","0","0","0","25","5","0.0"
"2309","D","PEZZELLA GER","7","0","0","0","0","0","0","0","0","0","0","0","0","25","7","1.5263157895"
"2164","D","MILENKOVIC","5","0","0","0","0","0","0","0","1","0","0","0","0","25","5","2.5789473684"
"252","D","BIRAGHI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.7236842105000001"
"170","C","BADELJ","7","1","0","0","0","0","0","1","0","0","0","0","0","25","10","5.6052631579"
"557","C","BENASSI","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","-0.3421052631999997"
"2002","C","CHIESA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","-0.01315789469999995"
"2659","C","DABO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","4.3684210526000005"
"2215","C","VERETOUT","6","0","0","0","0","0","0","1","0","0","0","0","0","25","6","-0.43421052630000023"
"532","A","FALCINELLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.5394736841999999"
"606","A","THEREAU","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.8947368421000004"
"2061","A","SIMEONE","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","-1.7105263158000001"
"218","P","PERIN","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.5"
"54","D","ROSSETTINI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.9473684211"
"78","D","SPOLLI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","3.0921052632"
"493","D","ZUKANOVIC","7","0","0","0","0","0","0","0","0","0","0","0","0","25","7","2.1052631578999996"
"2293","C","OMEONGA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.0263157895"
"433","C","HILJEMARK","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.5921052632"
"235","C","LAXALT","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.1710526316000003"
"236","C","LAZOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.6710526316"
"366","C","BERTOLACCI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.3552631578999996"
"264","C","BESSA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.9078947368000003"
"1939","A","LAPADULA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.3026315788999998"
"245","A","PANDEV","7.5","1","0","0","0","0","0","0","0","0","0","0","0","25","10.5","5.0263157895"
"250","P","HANDANOVIC","5.5","0","2","0","0","0","0","0","0","0","0","0","0","25","3.5","-2.0"
"261","D","RANOCCHIA","5","0","0","0","0","0","1","1","0","0","0","0","0","25","5","3.0789473683999997"
"798","D","SKRINIAR","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-1.0921052631999997"
"2310","D","CANCELO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.1578947368000003"
"253","D","D'AMBROSIO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.46052631580000014"
"801","C","GAGLIARDINI","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.4473684211000002"
"332","C","CANDREVA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.06578947369999977"
"172","C","BORJA VALERO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.2763157894999999"
"265","C","BROZOVIC","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.5"
"181","C","VECINO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.6842105263000002"
"2038","A","PINAMONTI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","5.8421052632"
"453","P","SZCZESNY","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.5263157895"
"294","D","RUGANI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.7631578947"
"358","D","DE SCIGLIO","6","0","0","0","0","0","0","1","0","0","0","0","0","25","6","3.8947368421"
"288","D","CHIELLINI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.2368421053"
"295","D","ASAMOAH","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","3.4473684211"
"662","D","ALEX SANDRO","7","1","0","0","0","0","0","0","0","0","0","1","0","25","10","5.4210526316"
"184","C","BERNARDESCHI","7","0","0","0","0","0","0","0","0","1","0","0","0","25","8","3.9342105263000002"
"2200","C","DOUGLAS COSTA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.10526315789999963"
"299","C","KHEDIRA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.5131578947"
"469","C","PJANIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.7631578947"
"309","A","DYBALA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-1.7631578947"
"408","A","HIGUAIN","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-0.9342105263000002"
"1934","P","STRAKOSHA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.9342105263000002"
"329","D","RADU","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.6973684211000002"
"2335","D","LUIZ FELIPE","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.2236842105"
"1999","D","LUKAKU J","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.0526315788999998"
"322","D","DE VRIJ","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-0.4210526316000003"
"2007","D","WALLACE","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","4.0394736842"
"338","C","LULIC","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.14473684210000037"
"645","C","MILINKOVIC-SAVIC","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","-0.5"
"2003","C","MURGIA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.5657894737"
"2085","C","LUIS ALBERTO","7","0","0","0","0","0","0","0","0","1","0","0","0","25","8","1.2763157895"
"2188","C","MARUSIC","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.5789473683999997"
"342","C","PAROLO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.6315789474000004"
"785","A","IMMOBILE","7.5","2","0","0","0","0","0","0","0","0","0","1","0","25","13.5","5.4473684211"
"2284","A","CAICEDO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.3684210526"
"350","P","DONNARUMMA G","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.0131578947"
"357","D","CALABRIA","7","0","0","0","0","0","0","0","0","1","0","0","0","25","8","4.5394736842"
"286","D","BONUCCI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.9736842105000001"
"2169","D","RODRIGUEZ R","5.5","0","0","0","1","0","0","0","0","0","0","0","0","25","2.5","-2.6447368421000004"
"460","D","ROMAGNOLI A","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.8947368421000004"
"375","C","SUSO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.14473684210000037"
"372","C","MONTOLIVO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.1447368421"
"827","C","LOCATELLI M","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.7105263158"
"367","C","BONAVENTURA","7","1","0","0","0","0","0","1","0","0","0","1","0","25","10","4.0657894737"
"2194","C","CALHANOGLU","7","0","0","0","0","0","0","0","0","0","0","0","0","25","7","1.4078947368000003"
"331","C","BIGLIA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.0921052631999997"
"2155","A","CUTRONE","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.6447368421000004"
"387","P","REINA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.8421052631999997"
"392","D","KOULIBALY","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.3026315788999998"
"140","D","HYSAJ","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.5"
"142","D","MARIO RUI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.3289473683999997"
"388","D","ALBIOL","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.1447368421000004"
"397","C","ALLAN","7","1","0","0","0","0","0","0","0","0","0","1","0","25","10","3.25"
"402","C","HAMSIK","6.5","0","0","0","0","0","0","1","0","0","0","0","0","25","6.5","-0.10526315789999963"
"58","C","DIAWARA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.0131578947"
"2076","C","ROG","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.5263157895"
"152","C","ZIELINSKI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.3552631578999996"
"409","A","INSIGNE","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","-0.5657894736999998"
"410","A","MERTENS","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-1.7236842105"
"406","A","CALLEJON","6.5","0","0","0","0","0","0","0","0","1","0","0","0","25","7.5","0.3815789474000004"
"2016","D","FAZIO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","0.8289473683999997"
"459","D","MANOLAS","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.75"
"256","D","JUAN JESUS","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.6710526316"
"467","C","NAINGGOLAN","6.5","0","0","0","0","0","0","0","0","1","0","0","0","25","7.5","1.8684210525999996"
"2201","C","UNDER","7","1","0","0","0","0","0","0","0","0","0","1","0","25","10","5.2368421053"
"237","C","PEROTTI","6.5","1","0","0","0","0","0","0","0","0","0","0","0","25","9.5","5.1052631579"
"464","C","FLORENZI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.8157894736999998"
"463","C","DE ROSSI","6","0","0","0","0","0","0","0","0","1","0","0","0","25","7","3.4736842105"
"643","A","DEFREL","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.6842105263"
"647","A","DZEKO","6","0","0","0","0","0","0","1","0","0","0","0","0","25","6","-1.25"
"795","A","EL SHAARAWY","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.3289473683999997"
"1895","D","FERRARI G","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","0.8552631578999996"
"2104","D","BERESZYNSKI","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.28947368419999986"
"492","D","SILVESTRE","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.5921052631999997"
"1868","D","MURRU","4.5","0","0","0","0","0","0","0","0","0","0","0","0","25","4.5","1.4868421053"
"2008","C","LINETTY","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","0.07894736839999972"
"2287","C","RAMIREZ","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","-1.1710526316000003"
"608","A","ZAPATA D","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","-1.0131578947"
"1958","A","CAPRARI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.15789473680000032"
"568","A","QUAGLIARELLA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-1.8026315788999998"
"2198","A","KOWNACKI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.1315789474"
"509","P","CONSIGLI","6","0","2","0","0","0","0","0","0","0","0","0","0","25","4","-0.6315789474000004"
"513","D","ACERBI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.43421052630000023"
"418","D","GOLDANIGA","5.5","0","0","0","0","0","0","0","1","0","0","0","0","25","5.5","3.3947368421"
"2006","D","LIROLA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.3157894737"
"521","D","PELUSO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","0.7236842105000001"
"529","C","MISSIROLI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.3815789474000004"
"528","C","MAGNANELLI","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.14473684210000037"
"1976","C","MAZZITELLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","2.4342105263"
"526","C","DUNCAN","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","1.0263157895"
"183","A","BABACAR","6.5","1","0","0","0","0","0","0","0","0","0","0","0","25","9.5","4.4605263158"
"531","A","BERARDI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.8026315788999998"
"536","A","POLITANO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-1.0526315788999998"
"572","P","MERET","7","0","1","0","0","0","0","0","0","0","0","0","0","25","6","4.0394736842"
"491","D","SALAMON","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","2.1842105263"
"708","D","FELIPE","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","0.3552631578999996"
"817","D","COSTA F","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","1.9078947367999999"
"2261","D","VICARI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.28947368419999986"
"631","C","VIVIANI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.1842105263000002"
"27","C","GRASSI","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.26315789469999995"
"2265","C","SCHIATTARELLA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.8947368421000004"
"28","C","KURTIC","4.5","0","0","0","0","0","0","1","0","0","0","0","0","25","4.5","-0.26315789469999995"
"2263","C","LAZZARI M","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","-1.0"
"126","A","PALOSCHI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","0.01315789469999995"
"533","A","FLOCCARI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.6315789474"
"2267","A","ANTENUCCI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.9605263158000001"
"2179","P","SIRIGU","6","0","1","0","0","0","0","0","0","0","0","0","0","25","5","-0.25"
"551","D","MOLINARO","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","1.9605263158000001"
"2288","D","N'KOULOU","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.5657894736999998"
"706","D","ANSALDI","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","1.8026315788999998"
"487","D","DE SILVESTRI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.5131578947"
"555","C","ACQUAH","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.5657894737"
"556","C","BASELLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.26315789469999995"
"560","C","OBI","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","2.5263157895"
"238","C","RINCON","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","-0.17105263160000028"
"475","A","IAGO FALQUE","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-1.1184210525999996"
"441","A","BELOTTI","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","-0.7105263158000001"
"1839","A","EDERA","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","3.6447368421"
"575","D","ADNAN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","1.8684210526"
"578","D","DANILO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","25","6.5","1.5657894736999998"
"790","D","SAMIR","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","0.8026315788999998"
"2315","D","STRYGER LARSEN","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","0.8289473683999997"
"1987","C","JANKTO","5.5","0","0","0","0","0","0","1","0","0","0","0","0","25","5.5","-0.5921052631999997"
"1996","C","DE PAUL","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-0.2763157894999999"
"1986","C","FOFANA","5","0","0","0","0","0","0","0","0","0","0","0","0","25","5","0.75"
"2302","C","BEHRAMI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","2.2236842105"
"2172","C","BARAK","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-0.05263157889999981"
"813","C","BALIC","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","2.8552631579"
"605","A","PERICA","5","0","0","0","0","0","0","1","0","0","0","0","0","25","5","1.6710526315999998"
"2271","P","NICOLAS","6.5","0","2","0","0","0","0","1","0","0","0","0","0","25","4.5","0.48684210530000005"
"621","D","ROMULO","6","0","0","0","0","0","0","0","0","0","0","0","0","25","6","-0.1973684211000002"
"2274","C","VALOTI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","1.4210526316000003"
"2097","A","KEAN","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","2.3421052632"
"633","A","FARES","5.5","0","0","0","0","0","0","0","0","0","0","0","0","25","5.5","1.2368421053"
"2160","D","GOSENS","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","2.0657894737"
"2130","D","HATEBOER","5.5","0","0","0","0","0","0","1","0","0","0","0","0","26","5.5","0.28947368419999986"
"2296","D","MANCINI G","4.5","0","0","0","0","0","0","0","1","0","0","0","0","26","4.5","2.7236842105"
"2181","D","PALOMINO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","1.2894736841999999"
"695","D","TOLOI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.3289473683999997"
"1852","C","SPINAZZOLA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","2.6842105263"
"177","C","ILICIC","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","-0.3552631578999996"
"779","C","CRISTANTE","5","0","0","0","0","0","0","1","0","0","0","0","0","26","5","-1.4868421053"
"22","C","DE ROON","5.5","0","0","0","0","0","0","1","0","0","0","0","0","26","5.5","-0.01315789469999995"
"26","A","GOMEZ A","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","-1.0657894736999998"
"383","A","PETAGNA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.5657894736999998"
"787","D","DJIMSITI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","1.6052631578999996"
"1995","C","DJURICIC","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","3.4736842105"
"333","C","CATALDI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","1.6052631578999996"
"2646","C","SANDRO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","4.1710526316"
"2317","A","BRIGNOLA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","3.3026315789"
"41","P","MIRANTE","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","2.3289473683999997"
"50","D","MBAYE","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","2.1052631579"
"419","D","GONZALEZ G","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","3.25"
"615","D","HELANDER","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","2.0263157895"
"1857","C","DI FRANCESCO F","6","0","0","0","0","0","0","1","0","0","0","0","0","26","6","2.0263157895"
"669","C","DONSAH","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","1.3684210525999996"
"713","C","DZEMAILI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","3.5921052632"
"374","C","POLI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","0.8684210525999996"
"644","C","PULGAR","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","1.3684210525999996"
"1859","C","NAGY","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","4.0789473684"
"472","A","DESTRO","7","1","0","0","0","0","0","1","0","1","0","1","0","26","11","6.5"
"2178","P","CRAGNO","5.5","0","5","0","0","0","0","0","0","0","0","0","0","26","0.5","-3.1578947368"
"1866","D","CEPPITELLI","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","0.5394736841999999"
"2279","D","ROMAGNA","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","1.4736842105"
"2653","D","LYKOGIANNIS","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","3.7368421053"
"301","D","PADOIN","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","-0.6578947368000003"
"1874","C","JOAO PEDRO","4.5","0","0","0","0","0","0","0","0","0","0","0","0","26","4.5","0.7631578947"
"627","C","IONITA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.01315789469999995"
"1870","C","BARELLA","4.5","0","0","0","0","0","0","1","0","0","0","0","0","26","4.5","-1.4868421053"
"1871","C","DEIOLA","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","3.9605263158"
"247","A","PAVOLETTI","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","-1.0"
"413","P","SORRENTINO","6.5","0","1","0","0","0","0","0","0","0","0","0","0","26","5.5","0.5263157894999999"
"2208","D","JAROSZYNSKI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","4.3552631579"
"2285","D","BANI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","3.5657894737"
"99","D","CACCIATORE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.26315789469999995"
"112","C","CASTRO","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","1.2105263158000001"
"115","C","HETEMAJ","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.18421052630000023"
"118","C","RADOVANOVIC","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.02631578949999991"
"156","A","PUCCIARELLI","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","1.5921052632000001"
"127","A","PELLISSIER","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","2.9736842105"
"123","A","INGLESE","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","-0.6842105263000002"
"124","A","MEGGIORINI","5","0","0","0","0","0","0","1","0","0","0","0","0","26","5","2.8157894737"
"1891","D","CECCHERINI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","-0.25"
"1865","D","CAPUANO","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","1.2236842105"
"1933","C","MANDRAGORA","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","-0.23684210530000005"
"789","A","TROTTA","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","0.15789473680000032"
"4","P","SPORTIELLO","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","1.5"
"2309","D","PEZZELLA GER","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","0.5263157894999999"
"252","D","BIRAGHI","7","1","0","0","0","0","0","0","0","0","0","1","0","26","10","4.7236842105"
"2165","D","VITOR HUGO","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","2.9473684211"
"2215","C","VERETOUT","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","-0.43421052630000023"
"557","C","BENASSI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","0.15789473680000032"
"2002","C","CHIESA","6.5","0","0","0","0","0","0","0","0","0","0","0","0","26","6.5","-0.01315789469999995"
"2659","C","DABO","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","4.3684210526000005"
"532","A","FALCINELLI","5.5","0","0","0","0","0","0","0","0","0","0","0","0","26","5.5","0.5394736841999999"
"606","A","THEREAU","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","1.8947368421000004"
"2061","A","SIMEONE","5.5","0","0","0","0","0","0","1","0","0","0","0","0","26","5.5","-1.7105263158000001"
"218","P","PERIN","6","0","2","0","0","0","0","0","0","0","0","0","0","26","4","-1.0"
"54","D","ROSSETTINI","6","0","0","0","0","0","0","0","0","0","0","0","0","26","6","2.4473684211"
"78","D","SPOLLI","5","0","0","0","0","0","0","0","0","0","0","0","0","26","5","1.5921052632000001"
