"Cod.","Ruolo","Nome","Voto","Gf","Gs","Rp","Rs","Rf","Au","Amm","Esp","Ass","Asf","Gdv","Gdp","Day","FantasyEvaluation","Year"
350,"P","DONNARUMMA G",6,0,1,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
286,"D","BONUCCI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,31,5.5,"2017-18"
353,"D","ABATE",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2168,"D","MUSACCHIO",5.5,0,0,0,0,0,0,1,0,0,0,0,0,31,5.5,"2017-18"
460,"D","ROMAGNOLI A",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2169,"D","RODRIGUEZ R",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
375,"C","SUSO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1850,"C","KESSIE'",5.5,0,0,0,0,0,0,1,0,0,0,0,0,31,5.5,"2017-18"
367,"C","BONAVENTURA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
331,"C","BIGLIA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2194,"C","CALHANOGLU",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2155,"A","CUTRONE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2175,"A","ANDRE' SILVA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
652,"A","KALINIC",7,1,0,0,0,0,0,0,0,0,0,0,1,31,10,"2017-18"
2641,"ALL","GATTUSO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
387,"P","REINA",6,0,1,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
144,"D","TONELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
392,"D","KOULIBALY",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
142,"D","MARIO RUI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
140,"D","HYSAJ",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
402,"C","HAMSIK",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
58,"C","DIAWARA",7,1,0,0,0,0,0,0,0,0,0,1,0,31,10,"2017-18"
397,"C","ALLAN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2076,"C","ROG",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
152,"C","ZIELINSKI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2012,"A","MILIK",7,1,0,0,0,0,0,0,0,0,0,0,0,31,10,"2017-18"
410,"A","MERTENS",4.5,0,0,0,1,0,0,0,0,0,0,0,0,31,1.5,"2017-18"
406,"A","CALLEJON",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
409,"A","INSIGNE",6.5,0,0,0,0,0,0,1,0,1,0,0,0,31,7.5,"2017-18"
688,"ALL","SARRI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1964,"P","ALISSON",6,0,2,0,0,0,0,0,0,0,0,0,0,31,4,"2017-18"
546,"D","BRUNO PERES",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
256,"D","JUAN JESUS",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5,"2017-18"
2016,"D","FAZIO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
459,"D","MANOLAS",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
2214,"D","KOLAROV",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
467,"C","NAINGGOLAN",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
470,"C","STROOTMAN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
464,"C","FLORENZI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2193,"C","GONALONS",4.5,0,0,0,0,0,0,0,0,0,0,0,0,31,4.5,"2017-18"
795,"A","EL SHAARAWY",5.5,0,0,0,0,0,0,1,0,0,0,0,0,31,5.5,"2017-18"
647,"A","DZEKO",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
643,"A","DEFREL",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
1974,"A","SCHICK",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
691,"ALL","DI FRANCESCO",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
484,"P","VIVIANO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1895,"D","FERRARI G",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2104,"D","BERESZYNSKI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,31,5.5,"2017-18"
492,"D","SILVESTRE",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7,"2017-18"
630,"D","SALA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
490,"D","REGINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
1868,"D","MURRU",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2008,"C","LINETTY",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2287,"C","RAMIREZ",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2065,"C","PRAET",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
1972,"C","TORREIRA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
568,"A","QUAGLIARELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1958,"A","CAPRARI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
608,"A","ZAPATA D",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
681,"ALL","GIAMPAOLO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
509,"P","CONSIGLI",7.5,0,1,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
513,"D","ACERBI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
517,"D","DELL'ORCO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2318,"D","ROGERIO",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
2006,"D","LIROLA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2594,"D","LEMOS",5,0,0,0,0,0,0,0,0,0,0,0,0,31,5,"2017-18"
521,"D","PELUSO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
529,"C","MISSIROLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
1976,"C","MAZZITELLI",6.5,0,0,0,0,0,0,1,0,1,0,0,0,31,7.5,"2017-18"
1978,"C","SENSI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2213,"C","CASSATA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
531,"A","BERARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
536,"A","POLITANO",7,1,0,0,0,0,0,0,0,0,0,0,0,31,10,"2017-18"
2073,"A","RAGUSA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
689,"ALL","IACHINI",7,0,0,0,0,0,0,0,1,0,0,0,0,31,7,"2017-18"
572,"P","MERET",6.5,0,1,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
491,"D","SALAMON",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
817,"D","COSTA F",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
780,"D","CIONEK",6.5,1,0,0,0,0,0,1,0,0,0,0,0,31,9.5,"2017-18"
708,"D","FELIPE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2652,"C","EVERTON LUIZ",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
27,"C","GRASSI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
631,"C","VIVIANI",6.5,0,0,0,0,0,0,0,0,0,1,0,0,31,6.5,"2017-18"
2263,"C","LAZZARI M",7,0,0,0,0,0,0,1,0,0,0,0,0,31,7,"2017-18"
28,"C","KURTIC",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
126,"A","PALOSCHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
533,"A","FLOCCARI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2267,"A","ANTENUCCI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2269,"ALL","SEMPLICI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2179,"P","SIRIGU",7.5,0,0,0,0,0,0,0,0,0,0,0,0,31,7.5,"2017-18"
552,"D","MORETTI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2288,"D","N'KOULOU",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7,"2017-18"
706,"D","ANSALDI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
222,"D","BURDISSO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
487,"D","DE SILVESTRI",7,0,0,0,0,0,0,0,0,1,0,0,0,31,8,"2017-18"
555,"C","ACQUAH",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
556,"C","BASELLI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
560,"C","OBI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
405,"C","VALDIFIORI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
478,"A","LJAJIC",7,1,0,0,0,0,0,0,0,0,0,1,0,31,10,"2017-18"
441,"A","BELOTTI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5,"2017-18"
475,"A","IAGO FALQUE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
1839,"A","EDERA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2647,"ALL","MAZZARRI",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7,"2017-18"
95,"P","BIZZARRI",5.5,0,2,0,0,0,0,0,0,0,0,0,0,31,3.5,"2017-18"
575,"D","ADNAN",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
578,"D","DANILO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2280,"D","NUYTINCK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2315,"D","STRYGER LARSEN",6,0,0,0,0,0,0,0,0,1,0,0,0,31,7,"2017-18"
790,"D","SAMIR",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
588,"D","WIDMER",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1996,"C","DE PAUL",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2172,"C","BARAK",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
813,"C","BALIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2191,"C","INGELSSON",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
1987,"C","JANKTO",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
90,"A","LASAGNA",6.5,1,0,0,0,0,0,0,0,0,0,0,0,31,9.5,"2017-18"
566,"A","MAXI LOPEZ",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
1963,"ALL","ODDO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
2271,"P","NICOLAS",7,0,0,0,0,0,0,0,0,0,0,0,0,31,7,"2017-18"
621,"D","ROMULO",7,0,0,0,0,1,0,0,0,0,0,1,0,31,10,"2017-18"
622,"D","SOUPRAYEN",5,0,0,0,0,0,0,1,0,0,0,0,0,31,5,"2017-18"
45,"D","FERRARI A",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
612,"D","BIANCHETTI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5,"2017-18"
2273,"D","CARACCIOLO A",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2656,"D","VUKOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
61,"C","ZUCULINI F",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
2661,"C","AARONS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,31,5.5,"2017-18"
1992,"C","FOSSATI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
2274,"C","VALOTI",6,0,0,0,0,0,0,1,0,0,0,0,0,31,6,"2017-18"
767,"A","TUPTA",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
633,"A","FARES",6.5,0,0,0,0,0,0,1,0,0,0,0,0,31,6.5,"2017-18"
378,"A","CERCI",6,0,0,0,0,0,0,0,0,0,0,0,0,31,6,"2017-18"
2282,"ALL","PECCHIA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,31,6.5,"2017-18"
316,"P","BERISHA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
1847,"D","CALDARA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
2197,"D","CASTAGNE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2160,"D","GOSENS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2130,"D","HATEBOER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
2296,"D","MANCINI G",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
15,"D","MASIELLO A",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
695,"D","TOLOI",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
788,"C","FREULER",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
779,"C","CRISTANTE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
22,"C","DE ROON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
26,"A","GOMEZ A",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2163,"A","CORNELIUS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2719,"A","BARROW",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
684,"ALL","GASPERINI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
483,"P","PUGGIONI",6.5,0,2,0,0,0,0,0,0,0,0,0,0,32,4.5,"2017-18"
2720,"D","SAGNA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2662,"D","TOSCA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
74,"D","LETIZIA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
787,"D","DJIMSITI",4.5,0,0,0,0,0,0,0,0,0,0,0,0,32,4.5,"2017-18"
2174,"D","VENUTI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
1995,"C","DJURICIC",6.5,0,0,0,0,0,0,0,0,1,0,0,0,32,7.5,"2017-18"
2645,"C","GUILHERME",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
333,"C","CATALDI",6.5,0,0,0,0,0,0,1,0,1,0,0,0,32,7.5,"2017-18"
2646,"C","SANDRO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
1982,"A","PARIGINI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2317,"A","BRIGNOLA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
2086,"A","IEMMELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2649,"A","DIABATE'",7.5,2,0,0,0,0,0,0,0,0,0,0,1,32,13.5,"2017-18"
2093,"ALL","DE ZERBI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
41,"P","MIRANTE",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
49,"D","MASINA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
50,"D","MBAYE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
615,"D","HELANDER",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
224,"D","DE MAIO",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
1857,"C","DI FRANCESCO F",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
713,"C","DZEMAILI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
57,"C","CRISETIG",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5,"2017-18"
1859,"C","NAGY",6.5,1,0,0,0,0,0,0,0,0,0,0,0,32,9.5,"2017-18"
376,"C","VERDI",7,1,0,0,0,0,0,0,0,1,0,1,0,32,11,"2017-18"
374,"C","POLI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
644,"C","PULGAR",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
280,"A","PALACIO",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
472,"A","DESTRO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
760,"ALL","DONADONI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2178,"P","CRAGNO",6,0,1,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
1866,"D","CEPPITELLI",7,1,0,0,0,0,0,0,0,0,0,1,0,32,10,"2017-18"
455,"D","CASTAN",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
301,"D","PADOIN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2037,"D","MIANGUE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
1869,"D","PISACANE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
627,"C","IONITA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2204,"C","COSSU",6.5,0,0,0,0,0,0,0,0,0,1,0,0,32,6.5,"2017-18"
20,"C","CIGARINI",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
1870,"C","BARELLA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
2116,"C","FARAGO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2654,"A","CETER",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
247,"A","PAVOLETTI",7,1,0,0,0,0,0,0,0,0,0,0,0,32,10,"2017-18"
1882,"A","SAU",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2125,"ALL","LOPEZ D",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
413,"P","SORRENTINO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
169,"D","TOMOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
2208,"D","JAROSZYNSKI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2141,"D","DEPAOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
99,"D","CACCIATORE",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2285,"D","BANI",5.5,0,0,0,0,0,0,0,1,0,0,0,0,32,5.5,"2017-18"
2072,"C","BASTIEN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
111,"C","BIRSA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
112,"C","CASTRO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
115,"C","HETEMAJ",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
118,"C","RADOVANOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
119,"C","RIGONI N",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2327,"A","STEPINSKI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
123,"A","INGLESE",5,0,0,0,0,0,0,1,0,0,0,0,0,32,5,"2017-18"
680,"ALL","MARAN",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
1889,"P","CORDAZ",6.5,0,1,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
1891,"D","CECCHERINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
765,"D","AJETI",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5,"2017-18"
581,"D","FARAONI",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
1896,"D","MARTELLA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
1898,"D","SAMPIRISI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
121,"C","STOIAN",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
1933,"C","MANDRAGORA",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
2665,"C","DIABY",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
1901,"C","BARBERIS",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
789,"A","TROTTA",5,0,0,0,0,0,0,1,0,0,0,0,0,32,5,"2017-18"
778,"A","TUMMINELLO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
1997,"A","SIMY",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
2013,"A","RICCI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
690,"ALL","ZENGA",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
4,"P","SPORTIELLO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2165,"D","VITOR HUGO",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5,"2017-18"
2164,"D","MILENKOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2309,"D","PEZZELLA GER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
252,"D","BIRAGHI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2002,"C","CHIESA",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
557,"C","BENASSI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2301,"C","GIL DIAS",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2659,"C","DABO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2290,"C","EYSSERIC",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2215,"C","VERETOUT",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
150,"C","SAPONARA",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
2061,"A","SIMEONE",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
532,"A","FALCINELLI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
676,"ALL","PIOLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
218,"P","PERIN",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
729,"D","PEREIRA P",5.5,0,0,0,0,0,0,1,0,0,0,0,0,32,5.5,"2017-18"
54,"D","ROSSETTINI",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7,"2017-18"
78,"D","SPOLLI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
493,"D","ZUKANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
2658,"C","MEDEIROS",7,0,0,0,0,0,0,1,0,1,0,0,0,32,8,"2017-18"
235,"C","LAXALT",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
236,"C","LAZOVIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
433,"C","HILJEMARK",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
366,"C","BERTOLACCI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
264,"C","BESSA",7,1,0,0,0,0,0,0,0,0,0,1,0,32,10,"2017-18"
232,"C","COFIE",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
2196,"A","GALABINOV",5,0,0,0,0,0,0,0,0,0,0,0,0,32,5,"2017-18"
245,"A","PANDEV",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
762,"ALL","BALLARDINI",7,0,0,0,0,0,0,0,0,0,0,0,0,32,7,"2017-18"
250,"P","HANDANOVIC",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
253,"D","D'AMBROSIO",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
2310,"D","CANCELO",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
257,"D","MIRANDA",6.5,0,0,0,0,0,0,1,0,0,0,0,0,32,6.5,"2017-18"
798,"D","SKRINIAR",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
262,"D","SANTON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
2655,"C","RAFINHA",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
704,"C","PERISIC",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
172,"C","BORJA VALERO",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
801,"C","GAGLIARDINI",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
277,"A","ICARDI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
506,"A","EDER",6.5,0,0,0,0,0,0,0,0,0,0,0,0,32,6.5,"2017-18"
2325,"A","KARAMOH",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
782,"ALL","SPALLETTI",5.5,0,0,0,0,0,0,0,0,0,0,0,0,32,5.5,"2017-18"
282,"P","BUFFON",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
288,"D","CHIELLINI",6,0,0,0,0,0,0,0,0,0,0,0,0,32,6,"2017-18"
295,"D","ASAMOAH",6,0,0,0,0,0,0,1,0,0,0,0,0,32,6,"2017-18"
